Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR14419775	2021-05-04 16:29:26	2021-05-04 16:26:49	24781268	7483942936	24781268	302	2292		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419775/SRR14419775.1	SRX10771121	UC_431	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856168	SAMN18804485	simple	3483	Cannabis sativa	UC_431					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	64F8A9F7F256FF051240675AEEE9DA28	97768F28E9AB9C954ED38D2E8CDAC405
SRR14419748	2021-05-04 16:11:43	2021-05-04 16:08:53	25060224	7568187648	25060224	302	2282		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419748/SRR14419748.1	SRX10771148	UC_470	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856195	SAMN18804509	simple	3483	Cannabis sativa	UC_470					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	8F574F39301020E2EE4482E33068565F	444132B08E524217221C480A2B160FF5
SRR14419871	2021-05-04 16:33:25	2021-05-04 16:30:30	24761441	7477955182	24761441	302	2277		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419871/SRR14419871.1	SRX10771025	UC_289	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856073	SAMN18804398	simple	3483	Cannabis sativa	UC_289					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F94C0403B6E101E1B7FC3FD56BBB5850	D5528AFE4FBCD49F9308A5F47AD74708
SRR14419754	2021-05-04 16:09:35	2021-05-04 16:06:59	24812609	7493407918	24812609	302	2269		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419754/SRR14419754.1	SRX10771142	UC_465	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856190	SAMN18804504	simple	3483	Cannabis sativa	UC_465					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	214947D9EC6B94D6E13501731041DC86	ACBD25AA9843FB9EE0BE08003D6E9925
SRR14419698	2021-05-04 16:22:14	2021-05-04 16:18:21	24421488	7375289376	24421488	302	2268		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419698/SRR14419698.1	SRX10771198	UC_51	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856246	SAMN18804209	simple	3483	Cannabis sativa	UC_51					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	40ED07724294719D2DEDA81B05FCEBC6	7C2DA744C1814A6D467FB65ECF56E5F0
SRR14419843	2021-05-04 16:52:30	2021-05-04 16:47:57	24462782	7387760164	24462782	302	2257		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419843/SRR14419843.1	SRX10771053	UC_331	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856101	SAMN18804424	simple	3483	Cannabis sativa	UC_331					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	7D86D2F9EC5CBBD20A73C13FF523C5DF	0B811E9A807980AB59838D34CFF96B26
SRR14419854	2021-05-04 16:27:40	2021-05-04 16:23:11	24358126	7356154052	24358126	302	2254		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419854/SRR14419854.1	SRX10771042	UC_320	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856090	SAMN18804414	simple	3483	Cannabis sativa	UC_320					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	C9D3EE1CDC3D14F9B38A7DB27267A458	97DD94E4C3A55345C634BDFC01726D37
SRR14419781	2021-05-04 16:19:26	2021-05-04 16:15:11	24482950	7393850900	24482950	302	2252		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419781/SRR14419781.1	SRX10771115	UC_419	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856163	SAMN18804479	simple	3483	Cannabis sativa	UC_419					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	8D5AC19178E44478E3243189E68E908C	9D3A1C1CA0B5E74D2086B01F22A264B7
SRR14419593	2021-05-04 16:03:52	2021-05-04 15:59:40	24495111	7397523522	24495111	302	2250		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419593/SRR14419593.1	SRX10770918	UC_159	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855966	SAMN18804306	simple	3483	Cannabis sativa	UC_159					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	A6E37B80896167032FF5464ADEF3F611	B9A859F2B6B0A96E900F180B130764CB
SRR14419822	2021-05-04 16:31:58	2021-05-04 16:23:00	24554182	7415362964	24554182	302	2247		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419822/SRR14419822.1	SRX10771074	UC_358	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856122	SAMN18804443	simple	3483	Cannabis sativa	UC_358					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	67473FF551B05EC927C4F3BF5CABF953	6D9A0EB92F822D4BC221B39620D392AE
SRR14419820	2021-05-04 16:22:14	2021-05-04 16:19:51	24656354	7446218908	24656354	302	2239		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419820/SRR14419820.1	SRX10771076	UC_360	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856124	SAMN18804445	simple	3483	Cannabis sativa	UC_360					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	684A115F2B11077D27AFE95C57B822B3	F1A61FBC2DBB5AE6CBB174324B729193
SRR14419623	2021-05-04 16:04:56	2021-05-04 16:02:15	23953046	7233819892	23953046	302	2229		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419623/SRR14419623.1	SRX10771272	UC_127	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856319	SAMN18804278	simple	3483	Cannabis sativa	UC_127					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	02C589A46347BEE3A19BAE6BDADD6D16	235E0716158A04945FF5880BF98497FE
SRR14419824	2021-05-04 16:28:48	2021-05-04 16:21:56	24156840	7295365680	24156840	302	2228		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419824/SRR14419824.1	SRX10771072	UC_355	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856120	SAMN18804441	simple	3483	Cannabis sativa	UC_355					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	8E8A8B4E3931C10726F539C095BBC637	95E73E110675F049CA4DE9410FCB57BF
SRR14419909	2021-05-04 16:46:01	2021-05-04 16:42:07	24020991	7254339282	24020991	302	2224		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419909/SRR14419909.1	SRX10770987	UC_239	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856035	SAMN18804364	simple	3483	Cannabis sativa	UC_239					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	637B786BA35636847DF9C2036A244AED	05D9FE708DE1D5CA561698384E4F9416
SRR14419831	2021-05-04 16:28:48	2021-05-04 16:22:35	23811908	7191196216	23811908	302	2224		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419831/SRR14419831.1	SRX10771065	UC_347	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856114	SAMN18804435	simple	3483	Cannabis sativa	UC_347					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	EEF79E9BB98D7374197A32C4C9A1686A	72EBCC112456439D31650158F696392B
SRR14419837	2021-05-04 16:27:40	2021-05-04 16:23:18	22820616	6891826032	22820616	302	2214		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419837/SRR14419837.1	SRX10771059	UC_339	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856107	SAMN18804429	simple	3483	Cannabis sativa	UC_339					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	DC503EFF7EBD2F4253A87AFD67E9F906	20145DBB03B9B5D98CCE93BC3D65B1AD
SRR14419816	2021-05-04 16:22:14	2021-05-04 16:19:13	24061509	7266575718	24061509	302	2203		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419816/SRR14419816.1	SRX10771080	UC_363	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856128	SAMN18804448	simple	3483	Cannabis sativa	UC_363					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	476F13E2231A3CB11E7C8C5DA627EC01	989F3D7D641B528414A16E56E78ABF67
SRR14419910	2021-05-04 16:41:02	2021-05-04 16:37:09	24030253	7257136406	24030253	302	2198		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419910/SRR14419910.1	SRX10770986	UC_238	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856033	SAMN18804363	simple	3483	Cannabis sativa	UC_238					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	E37B22E1D647E58D76018459480273EA	EBEA8FEAEE5DA88B2373D864BD2873CF
SRR14419599	2021-05-04 16:01:18	2021-05-04 15:58:12	23901841	7218355982	23901841	302	2194		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419599/SRR14419599.1	SRX10770912	UC_153	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855960	SAMN18804300	simple	3483	Cannabis sativa	UC_153					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F3CAFF6D5257677F7E3DF91B34F447E5	DB6B9BA9A2DEC55A9A6FA8A3C32FD2CF
SRR14419790	2021-05-04 16:25:02	2021-05-04 16:20:00	23429071	7075579442	23429071	302	2187		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419790/SRR14419790.1	SRX10771106	UC_401	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856154	SAMN18804471	simple	3483	Cannabis sativa	UC_401					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	E57BF68E6A82BE917D24BF8B04349198	F2B97AD94C874FF3387B17BF3D401857
SRR14419763	2021-05-04 16:11:43	2021-05-04 16:08:29	23763104	7176457408	23763104	302	2176		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419763/SRR14419763.1	SRX10771133	UC_450	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856181	SAMN18804496	simple	3483	Cannabis sativa	UC_450					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	CDC7979B5924A4FF5B739D56A64D1F46	D32D913B4CDF778031719F1BABF906FA
SRR14419821	2021-05-04 16:27:40	2021-05-04 16:20:28	23617899	7132605498	23617899	302	2162		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419821/SRR14419821.1	SRX10771075	UC_359	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856123	SAMN18804444	simple	3483	Cannabis sativa	UC_359					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	2E7D86B77607AF53E9256201A4875526	26C197EAFD243354EB084B59D00A100F
SRR14419846	2021-05-04 16:36:55	2021-05-04 16:31:58	23615520	7131887040	23615520	302	2161		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419846/SRR14419846.1	SRX10771050	UC_328	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856098	SAMN18804421	simple	3483	Cannabis sativa	UC_328					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	8F66E5192FDB90F777678B031EC3643E	CDE02A4A537E55886038CE5D4D582560
SRR14419899	2021-05-04 16:38:15	2021-05-04 16:35:14	23659180	7145072360	23659180	302	2160		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419899/SRR14419899.1	SRX10770997	UC_251	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856045	SAMN18804373	simple	3483	Cannabis sativa	UC_251					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	270EF6CDA592F265697E8C5202CB33DF	8A8E47E4A69E2A44A1DA241B1E2EAD56
SRR14419844	2021-05-04 16:27:40	2021-05-04 16:24:49	23353102	7052636804	23353102	302	2154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419844/SRR14419844.1	SRX10771052	UC_330	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856100	SAMN18804423	simple	3483	Cannabis sativa	UC_330					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	655F450924034D4EA417824D0EE93C7F	6B207CF65075C2DC8E8DA281D43DC90C
SRR14419858	2021-05-04 16:36:55	2021-05-04 16:29:24	23285522	7032227644	23285522	302	2152		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419858/SRR14419858.1	SRX10771038	UC_314	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856086	SAMN18804410	simple	3483	Cannabis sativa	UC_314					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	FD57FE65D786F994DF0252EBC5EBE443	E9F8BF9D1B67B9867258B5FB0900F6CD
SRR14419573	2021-05-04 15:59:44	2021-05-04 15:57:02	23028207	6954518514	23028207	302	2144		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419573/SRR14419573.1	SRX10770938	UC_179	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855986	SAMN18804324	simple	3483	Cannabis sativa	UC_179					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	10896EAC4459B21457CE0B8CC24B26C7	6ECED27B194ABA699A8BF1C8A303EC7C
SRR14419900	2021-05-04 16:41:02	2021-05-04 16:35:48	23219602	7012319804	23219602	302	2139		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419900/SRR14419900.1	SRX10770996	UC_250	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856044	SAMN18804372	simple	3483	Cannabis sativa	UC_250					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	490FA5888231837BFD5F63C3E536E728	FAD3F124A7EF6B366501234A62624D26
SRR14419829	2021-05-04 16:25:02	2021-05-04 16:18:10	23002114	6946638428	23002114	302	2134		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419829/SRR14419829.1	SRX10771067	UC_349	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856115	SAMN18804437	simple	3483	Cannabis sativa	UC_349					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	2D31F6A6570C2591DE78D32AC344E1D2	4E2EBDF58D5EF06003380B00461F18FC
SRR14419897	2021-05-04 16:36:55	2021-05-04 16:31:59	23095892	6974959384	23095892	302	2129		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419897/SRR14419897.1	SRX10770999	UC_253	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856047	SAMN18804375	simple	3483	Cannabis sativa	UC_253					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	112A15C159D6068A8EB6E29A1315D0F6	F87D8131FF2D36F4FE18AB62230180F8
SRR14419845	2021-05-04 16:27:40	2021-05-04 16:22:18	23017921	6951412142	23017921	302	2125		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/SRR14419845/SRR14419845.1	SRX10771051	UC_329	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856099	SAMN18804422	simple	3483	Cannabis sativa	UC_329					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	109CFD9C1FA8314899522E6CC57F5033	CE2BF5E508D2A7FDA42D2FFACA47BC82
SRR14419768	2021-05-04 16:14:11	2021-05-04 16:10:09	20873695	6303855890	20873695	302	2119		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419768/SRR14419768.1	SRX10771128	UC_442	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856176	SAMN18804491	simple	3483	Cannabis sativa	UC_442					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	348517EB03BE4ADCC871DC47D2AF25E0	7C703556C5A677CABAF4A64BD56E195E
SRR14419605	2021-05-04 16:03:52	2021-05-04 16:00:53	23244498	7019838396	23244498	302	2117		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419605/SRR14419605.1	SRX10770906	UC_146	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8855954	SAMN18804295	simple	3483	Cannabis sativa	UC_146					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	546CB28D5832B5794C7E8E9976E05EE5	41ABD58746DAA77497951021D027030E
SRR14419826	2021-05-04 16:42:25	2021-05-04 16:39:04	21834506	6594020812	21834506	302	2112		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419826/SRR14419826.1	SRX10771070	UC_351	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856119	SAMN18804439	simple	3483	Cannabis sativa	UC_351					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	9DBC2101249799DB11E958281B2B38ED	274902007D95A0E88081E8515313247C
SRR14419907	2021-05-04 16:41:02	2021-05-04 16:37:09	22779423	6879385746	22779423	302	2109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419907/SRR14419907.1	SRX10770989	UC_244	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856037	SAMN18804366	simple	3483	Cannabis sativa	UC_244					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F215F236A7FE934ED938A6D1DD153B25	0FCCE8F04F557CE378369BF2245E0EFB
SRR14419780	2021-05-04 16:22:14	2021-05-04 16:19:25	22931739	6925385178	22931739	302	2106		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419780/SRR14419780.1	SRX10771116	UC_421	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856164	SAMN18804480	simple	3483	Cannabis sativa	UC_421					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	D99A32C1405742056037717FAA4D1E66	3439257D9CAA9D3501CD74549F97BF03
SRR14419657	2021-05-04 16:04:56	2021-05-04 16:01:00	22404950	6766294900	22404950	302	2104		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419657/SRR14419657.1	SRX10771239	UC_95	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856287	SAMN18804247	simple	3483	Cannabis sativa	UC_95					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	4F859E03DF1936A6D1DABFD056E5635E	822D6229F25475981B49CA4CC45809CF
SRR14419840	2021-05-04 16:27:40	2021-05-04 16:19:43	22654961	6841798222	22654961	302	2095		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419840/SRR14419840.1	SRX10771056	UC_337	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856104	SAMN18804427	simple	3483	Cannabis sativa	UC_337					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	5416BC9FE888F9CE3C09FC3F8431546F	BF0B301D44191055E7715364BBA22396
SRR14419689	2021-05-04 16:06:47	2021-05-04 16:03:57	22878864	6909416928	22878864	302	2090		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419689/SRR14419689.1	SRX10771207	F1_2	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856255	SAMN18804164	simple	3483	Cannabis sativa	F1_2					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F99751E0487B95C0B9D00D566CDAC2DD	A3FB9506182D45ED30BF0A9189D3F9FE
SRR14419867	2021-05-04 16:29:25	2021-05-04 16:25:11	22650417	6840425934	22650417	302	2089		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR14419867/SRR14419867.1	SRX10771029	UC_302	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856077	SAMN18804402	simple	3483	Cannabis sativa	UC_302					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	F569CA122BBEEF567EF19DC7EE953F28	2ABBCABD1DF6CCD8E87575FD32AE8A18
SRR14419904	2021-05-04 16:46:01	2021-05-04 16:40:44	22696835	6854444170	22696835	302	2086		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419904/SRR14419904.1	SRX10770992	UC_246	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856039	SAMN18804368	simple	3483	Cannabis sativa	UC_246					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	473F5AAC319E8981B83C2FBA5E8D1A02	6F879799BBA686E85C4A88F63EA1D041
SRR14419793	2021-05-04 16:25:02	2021-05-04 16:21:19	22646166	6839142132	22646166	302	2083		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419793/SRR14419793.1	SRX10771103	UC_396	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856150	SAMN18804468	simple	3483	Cannabis sativa	UC_396					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	A375BC9CD962F58BB5C66B4F2164DECB	4170B27632EA9E4BF3E2C581323B3692
SRR14419902	2021-05-04 16:36:55	2021-05-04 16:33:03	22358951	6752403202	22358951	302	2082		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419902/SRR14419902.1	SRX10770994	UC_248	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856042	SAMN18804370	simple	3483	Cannabis sativa	UC_248					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	4FFE354730F58FEE353AF742592C3D91	12E7BB9A533E575B84BAE48E793F0F15
SRR14419546	2021-05-04 15:45:42	2021-05-04 15:42:44	22181155	6698708810	22181155	302	2081		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/SRR14419546/SRR14419546.1	SRX10770965	UC_208	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856013	SAMN18804348	simple	3483	Cannabis sativa	UC_208					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	558CC5ABC329172BB15569A5473920D5	2B9D45C419072488B920B40BCA7A35FF
SRR14419707	2021-05-04 16:03:52	2021-05-04 16:00:45	22312501	6738375302	22312501	302	2076		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/SRR14419707/SRR14419707.1	SRX10771189	UC_41	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP318419	PRJNA723060		723060	SRS8856237	SAMN18804201	simple	3483	Cannabis sativa	UC_41					not applicable		no					COLORADO STATE UNIVERSITY	SRA1220578		public	5DE5B050E7441AD0AAE1F348E2D2D9F8	D49E03FA8A20051C99602E0118C02F14
